Cbr-MRT-1.2	chrI_pilon	53.271	107	49	1	276	381	8818036	8818356	1.92e-72	126
Cbr-MRT-1.2	chrI_pilon	45.588	68	36	1	465	531	8818698	8818901	1.92e-72	65.1
Cbr-MRT-1.2	chrI_pilon	42.857	70	40	0	382	451	8818412	8818621	1.92e-72	59.3
Cbr-MRT-1.2	chrI_pilon	54.348	46	21	0	229	274	8817834	8817971	1.92e-72	54.3
Cbr-MRT-1.2	chrI_pilon	33.846	130	75	4	105	229	8817416	8817787	1.92e-72	50.8
Cbr-MRT-1.2	chrI_pilon	48.276	58	30	0	1	58	8817007	8817180	1.16e-21	69.3
Cbr-MRT-1.2	chrI_pilon	44.444	63	35	0	61	123	8817234	8817422	1.16e-21	54.7
Cbr-MRT-1.2	chrI_pilon	42.105	38	22	0	570	607	8819101	8819214	0.55	35.0
Cbr-MRT-1.2	chrI_pilon	34.483	58	37	1	373	429	8509587	8509760	5.7	31.6
Cbr-MRT-1.2	chrII_pilon	40.415	193	99	2	5	182	14751571	14752146	2.32e-34	141
Cbr-MRT-1.2	chrII_pilon	40.541	37	22	0	571	607	14752288	14752398	2.2	33.1
Cbr-MRT-1.2	chrIII_pilon	50.962	104	51	0	5	108	14105594	14105283	7.35e-29	114
Cbr-MRT-1.2	chrIII_pilon	50.962	104	51	0	5	108	14096033	14095722	7.35e-29	114
Cbr-MRT-1.2	chrIII_pilon	50.962	104	51	0	5	108	14089849	14090160	7.35e-29	114
Cbr-MRT-1.2	chrIII_pilon	50.962	104	51	0	5	108	14099410	14099721	7.35e-29	114
Cbr-MRT-1.2	chrIII_pilon	38.235	68	41	1	115	182	14105217	14105017	7.35e-29	34.3
Cbr-MRT-1.2	chrIII_pilon	38.235	68	41	1	115	182	14095656	14095456	7.35e-29	34.3
Cbr-MRT-1.2	chrIII_pilon	38.235	68	41	1	115	182	14090226	14090426	7.35e-29	34.3
Cbr-MRT-1.2	chrIII_pilon	38.235	68	41	1	115	182	14099787	14099987	7.35e-29	34.3
Cbr-MRT-1.2	chrIII_pilon	30.000	70	45	2	10	75	897140	896931	3.0	32.7
